AgreementNumber,OS,Loan_ID_x,Prob,prob_bucket,Loan_ID_y,paid_flag,risk_segment
200708524,3379,200708524.0,0.0068800366,1.0,,0.0,high_risk
200711108,3379,200711108.0,0.004513843,1.0,,0.0,high_risk
200704896,3637,200704896.0,0.052604392,2.0,,0.0,medium_risk
200710444,3375,200710444.0,0.009789199,1.0,,0.0,high_risk
200744439,3165,200744439.0,0.0050403685,1.0,,0.0,high_risk
200776449,2948,,,-1.0,,0.0,no_risk
200736586,4576,200736586.0,0.0064967033,1.0,,0.0,high_risk
200700782,3373,,,-1.0,,0.0,no_risk
200742674,4744,200742674.0,0.0051229293,1.0,,0.0,high_risk
200710491,4549,200710491.0,0.09895845,2.0,200710491,1.0,medium_risk
200735658,3054,200735658.0,0.0064967033,1.0,,0.0,high_risk
200744354,3165,200744354.0,0.0050403685,1.0,,0.0,high_risk
200709998,3379,200709998.0,0.004567839,1.0,,0.0,high_risk
200746213,4196,200746213.0,0.016973458,1.0,,0.0,high_risk
200711165,3976,200711165.0,0.050603487,2.0,,0.0,medium_risk
200728958,3173,200728958.0,0.0050403685,1.0,,0.0,high_risk
200702031,3271,200702031.0,0.049462304,2.0,,0.0,medium_risk
200776650,2948,200776650.0,0.006836204,1.0,,0.0,high_risk
200691914,3036,200691914.0,0.056966156,2.0,,0.0,medium_risk
200672468,3263,200672468.0,0.0046445103,1.0,,0.0,high_risk
200731730,3368,200731730.0,0.006428526,1.0,,0.0,high_risk
200767377,2954,200767377.0,0.010214958,1.0,,0.0,high_risk
200711568,1155,200711568.0,0.056966156,2.0,,0.0,medium_risk
200707349,3377,200707349.0,0.06638463,2.0,,0.0,medium_risk
200775872,4718,200775872.0,0.005178472,1.0,,0.0,high_risk
200771307,2849,,,-1.0,,0.0,no_risk
200704459,3261,200704459.0,0.006766472,1.0,,0.0,high_risk
200702497,3264,200702497.0,0.0046445103,1.0,,0.0,high_risk
200703799,2360,200703799.0,0.052789018,2.0,,0.0,medium_risk
200708724,3377,200708724.0,0.004567839,1.0,,0.0,high_risk
200699622,3387,200699622.0,0.015105331,1.0,,0.0,high_risk
200687072,2946,200687072.0,0.014775165,1.0,,0.0,high_risk
200767178,2956,,,-1.0,,0.0,no_risk
200736094,3058,200736094.0,0.0064967033,1.0,,0.0,high_risk
200710421,3379,200710421.0,0.004567839,1.0,,0.0,high_risk
200757492,4426,200757492.0,0.006836204,1.0,,0.0,high_risk
200743364,3165,200743364.0,0.0050403685,1.0,,0.0,high_risk
200705576,3379,200705576.0,0.007383219,1.0,,0.0,high_risk
200741447,3163,200741447.0,0.0051229293,1.0,,0.0,high_risk
200686599,3165,200686599.0,0.0050403685,1.0,,0.0,high_risk
200776509,2948,200776509.0,0.006836204,1.0,,0.0,high_risk
200714670,3377,200714670.0,0.004567839,1.0,,0.0,high_risk
200741913,116,,,-1.0,,0.0,no_risk
200660363,3377,200660363.0,0.004567839,1.0,,0.0,high_risk
200695890,1022,200695890.0,0.056966156,2.0,,0.0,medium_risk
200708934,2140,200708934.0,0.056966156,2.0,,0.0,medium_risk
200777292,4426,200777292.0,0.19050178,3.0,,0.0,low_risk
200775378,2473,200775378.0,0.052789018,2.0,,0.0,medium_risk
200704281,4897,200704281.0,0.06956549,2.0,,0.0,medium_risk
200711226,3379,200711226.0,0.004567839,1.0,,0.0,high_risk
200743885,3165,200743885.0,0.071629286,2.0,200743885,1.0,medium_risk
200775842,2950,200775842.0,0.006836204,1.0,,0.0,high_risk
200736976,513,200736976.0,0.056966156,2.0,,0.0,medium_risk
200743392,4744,200743392.0,0.0051229293,1.0,,0.0,high_risk
200775199,4426,200775199.0,0.006836204,1.0,,0.0,high_risk
200709670,3377,200709670.0,0.0064552734,1.0,,0.0,high_risk
200711832,3379,200711832.0,0.004567839,1.0,,0.0,high_risk
200743721,4744,200743721.0,0.0051229293,1.0,,0.0,high_risk
200743654,3165,200743654.0,0.0050403685,1.0,,0.0,high_risk
200764726,4432,,,-1.0,,0.0,no_risk
200710459,3723,200710459.0,0.05217359,2.0,,0.0,medium_risk
200734666,4753,200734666.0,0.007314364,1.0,,0.0,high_risk
200744270,3163,,,-1.0,,0.0,no_risk
200710545,4583,200710545.0,0.0064967033,1.0,,0.0,high_risk
200716643,3373,200716643.0,0.004567839,1.0,,0.0,high_risk
200731436,3169,200731436.0,0.0050403685,1.0,,0.0,high_risk
200700779,3058,200700779.0,0.019205626,1.0,,0.0,high_risk
200772855,1917,200772855.0,0.11483739,3.0,,0.0,low_risk
200670544,4897,200670544.0,0.0059668296,1.0,,0.0,high_risk
200698923,3264,200698923.0,0.2284658,3.0,,0.0,low_risk
200738034,3163,200738034.0,0.21017839,3.0,,0.0,low_risk
200724195,3358,200724195.0,0.004567839,1.0,,0.0,high_risk
200761771,2950,200761771.0,0.006836204,1.0,,0.0,high_risk
200711158,716,200711158.0,0.056966156,2.0,,0.0,medium_risk
200744538,1535,200744538.0,0.31445003,3.0,,0.0,low_risk
200709048,3379,200709048.0,0.004567839,1.0,,0.0,high_risk
200706680,3377,200706680.0,0.004567839,1.0,,0.0,high_risk
200729132,3173,200729132.0,0.0050403685,1.0,,0.0,high_risk
200775435,2950,200775435.0,0.009713181,1.0,,0.0,high_risk
200776384,3340,200776384.0,0.0045110257,1.0,,0.0,high_risk
200700677,3162,200700677.0,0.23283513,3.0,,0.0,low_risk
200706013,3377,200706013.0,0.06262332,2.0,,0.0,medium_risk
200703769,3254,200703769.0,0.0069103963,1.0,,0.0,high_risk
200741497,463,200741497.0,0.080747835,2.0,,0.0,medium_risk
200708604,3379,200708604.0,0.004567839,1.0,,0.0,high_risk
200776356,2950,200776356.0,0.006836204,1.0,,0.0,high_risk
200776285,2948,200776285.0,0.010202162,1.0,,0.0,high_risk
200694368,1734,200694368.0,0.056966156,2.0,,0.0,medium_risk
200702392,3385,200702392.0,0.004567839,1.0,,0.0,high_risk
200743942,3163,200743942.0,0.0051229293,1.0,,0.0,high_risk
200709908,3375,200709908.0,0.06358502,2.0,,0.0,medium_risk
200709219,3379,200709219.0,0.004567839,1.0,,0.0,high_risk
200709513,3379,200709513.0,0.004567839,1.0,,0.0,high_risk
200730023,621,,,-1.0,200730023,1.0,no_risk
200767740,2956,200767740.0,0.006836204,1.0,,0.0,high_risk
200733533,4753,200733533.0,0.009120486,1.0,,0.0,high_risk
200734516,2958,200734516.0,0.016399749,1.0,,0.0,high_risk
200768780,2948,200768780.0,0.006836204,1.0,,0.0,high_risk
200776161,4426,200776161.0,0.006836204,1.0,,0.0,high_risk
200736384,1602,200736384.0,0.049462304,2.0,,0.0,medium_risk
200744013,3163,200744013.0,0.0051229293,1.0,,0.0,high_risk
200704264,1630,200704264.0,0.18875279,3.0,,0.0,low_risk
200701352,3383,200701352.0,0.004567839,1.0,,0.0,high_risk
200742615,131,,,-1.0,200742615,1.0,no_risk
200693629,3379,200693629.0,0.004567839,1.0,,0.0,high_risk
200709898,4244,200709898.0,0.050749645,2.0,,0.0,medium_risk
200709804,3377,200709804.0,0.004567839,1.0,,0.0,high_risk
200775469,4423,200775469.0,0.006836204,1.0,,0.0,high_risk
200776628,2950,200776628.0,0.009437119,1.0,,0.0,high_risk
200771477,4426,200771477.0,0.0128511535,1.0,,0.0,high_risk
200710310,3377,200710310.0,0.004567839,1.0,,0.0,high_risk
200775592,2948,200775592.0,0.006836204,1.0,,0.0,high_risk
200703668,2330,200703668.0,0.07408545,2.0,,0.0,medium_risk
200670656,3377,200670656.0,0.004567839,1.0,,0.0,high_risk
200711344,3377,200711344.0,0.004567839,1.0,,0.0,high_risk
200744715,2143,200744715.0,0.19327967,3.0,,0.0,low_risk
200770204,1134,200770204.0,0.052789018,2.0,,0.0,medium_risk
200744007,3165,200744007.0,0.0050403685,1.0,,0.0,high_risk
200742980,3890,200742980.0,0.043504976,2.0,,0.0,medium_risk
200774114,2946,,,-1.0,,0.0,no_risk
200774019,4423,200774019.0,0.017766263,1.0,,0.0,high_risk
200776440,1018,200776440.0,0.056966156,2.0,,0.0,medium_risk
200709439,1039,,,-1.0,,0.0,no_risk
200773643,4429,200773643.0,0.006836204,1.0,,0.0,high_risk
200740529,3165,200740529.0,0.0050403685,1.0,,0.0,high_risk
200711193,3379,200711193.0,0.012797324,1.0,,0.0,high_risk
200739325,3938,200739325.0,0.050749645,2.0,,0.0,medium_risk
200772094,2950,200772094.0,0.010805582,1.0,,0.0,high_risk
200698865,3383,200698865.0,0.004567839,1.0,,0.0,high_risk
200702002,3381,200702002.0,0.004567839,1.0,,0.0,high_risk
200710860,3379,200710860.0,0.004567839,1.0,,0.0,high_risk
200743647,3163,200743647.0,0.026663097,2.0,,0.0,medium_risk
200739346,4747,200739346.0,0.0050403685,1.0,,0.0,high_risk
200701818,3383,200701818.0,0.004567839,1.0,,0.0,high_risk
200765085,2952,200765085.0,0.006836204,1.0,,0.0,high_risk
200771640,2948,200771640.0,0.006836204,1.0,,0.0,high_risk
200711184,3375,200711184.0,0.004567839,1.0,,0.0,high_risk
200696106,1074,200696106.0,0.20933259,3.0,,0.0,low_risk
200744235,3163,200744235.0,0.0051229293,1.0,,0.0,high_risk
200774951,2950,200774951.0,0.11339227,3.0,,0.0,low_risk
200775965,2946,200775965.0,0.0071383812,1.0,,0.0,high_risk
200743572,3165,200743572.0,0.0050403685,1.0,,0.0,high_risk
200684003,4072,,,-1.0,,0.0,no_risk
200706280,2948,200706280.0,0.013459541,1.0,,0.0,high_risk
200775035,2948,200775035.0,0.006836204,1.0,,0.0,high_risk
200742563,3163,200742563.0,0.0051229293,1.0,,0.0,high_risk
200711296,3377,200711296.0,0.004567839,1.0,,0.0,high_risk
200711449,3379,200711449.0,0.004567839,1.0,,0.0,high_risk
200769516,2952,200769516.0,0.006836204,1.0,,0.0,high_risk
200707218,1146,200707218.0,0.056966156,2.0,,0.0,medium_risk
200773173,4429,200773173.0,0.006836204,1.0,,0.0,high_risk
200705649,5069,,,-1.0,,0.0,no_risk
200711034,6755,200711034.0,0.004567839,1.0,,0.0,high_risk
200709064,8448,200709064.0,0.004567839,1.0,,0.0,high_risk
200700585,8463,200700585.0,0.004567839,1.0,,0.0,high_risk
200709419,5069,200709419.0,0.008066103,1.0,,0.0,high_risk
200709122,8439,200709122.0,0.004567839,1.0,,0.0,high_risk
200696634,8444,,,-1.0,,0.0,no_risk
200711381,6759,200711381.0,0.004567839,1.0,,0.0,high_risk
200739873,7907,200739873.0,0.0051229293,1.0,,0.0,high_risk
200742409,7907,200742409.0,0.0051229293,1.0,,0.0,high_risk
200716878,7805,200716878.0,0.01846012,1.0,,0.0,high_risk
200766306,7386,200766306.0,0.006836204,1.0,,0.0,high_risk
200742519,7878,200742519.0,0.005178472,1.0,,0.0,high_risk
200711586,6759,200711586.0,0.0091410605,1.0,,0.0,high_risk
200741793,7386,200741793.0,0.006836204,1.0,,0.0,high_risk
200709611,5066,200709611.0,0.06547368,2.0,,0.0,medium_risk
200710478,5072,200710478.0,0.004567839,1.0,,0.0,high_risk
200710635,8444,200710635.0,0.004567839,1.0,,0.0,high_risk
200777682,5897,200777682.0,0.07406485,2.0,,0.0,medium_risk
200711476,8448,200711476.0,0.0073844837,1.0,,0.0,high_risk
200771848,7381,200771848.0,0.006836204,1.0,,0.0,high_risk
200703177,6759,200703177.0,0.004567839,1.0,,0.0,high_risk
200733151,7922,200733151.0,0.0050130947,1.0,,0.0,high_risk
200711330,6759,200711330.0,0.004567839,1.0,,0.0,high_risk
200744103,5039,200744103.0,0.004567839,1.0,,0.0,high_risk
200709806,6755,200709806.0,0.019715445,1.0,,0.0,high_risk
200744032,6330,200744032.0,0.0050403685,1.0,,0.0,high_risk
200710180,8448,200710180.0,0.004567839,1.0,,0.0,high_risk
200767276,7391,200767276.0,0.015386746,1.0,,0.0,high_risk
200727118,6497,200727118.0,0.0049169804,1.0,,0.0,high_risk
200744515,5913,200744515.0,0.006836204,1.0,,0.0,high_risk
200699673,5081,200699673.0,0.004567839,1.0,,0.0,high_risk
200739673,7912,200739673.0,0.0050403685,1.0,,0.0,high_risk
200743451,7912,200743451.0,0.0050403685,1.0,,0.0,high_risk
200775507,9006,200775507.0,0.02892764,2.0,,0.0,medium_risk
200775840,7371,200775840.0,0.006836204,1.0,,0.0,high_risk
200709543,6759,200709543.0,0.14328717,3.0,,0.0,low_risk
200709529,8444,200709529.0,0.004567839,1.0,,0.0,high_risk
200744154,6326,200744154.0,0.0051229293,1.0,,0.0,high_risk
200690220,7901,200690220.0,0.0051229293,1.0,,0.0,high_risk
200710306,8444,200710306.0,0.004567839,1.0,,0.0,high_risk
200700965,6479,200700965.0,0.0049169804,1.0,,0.0,high_risk
200709638,8448,200709638.0,0.004567839,1.0,,0.0,high_risk
200711506,8448,200711506.0,0.004567839,1.0,,0.0,high_risk
200741812,5106,200741812.0,0.050603487,2.0,,0.0,medium_risk
200777710,7376,200777710.0,0.010040807,1.0,,0.0,high_risk
200777702,7366,200777702.0,0.0071383812,1.0,,0.0,high_risk
200704790,6525,200704790.0,0.0046445103,1.0,,0.0,high_risk
200707109,5069,200707109.0,0.004567839,1.0,,0.0,high_risk
200737949,7912,200737949.0,0.0050403685,1.0,,0.0,high_risk
200710836,5069,200710836.0,0.0068805637,1.0,,0.0,high_risk
200704918,6759,200704918.0,0.004567839,1.0,,0.0,high_risk
200701725,6759,200701725.0,0.004567839,1.0,,0.0,high_risk
200711785,5066,,,-1.0,,0.0,no_risk
200772611,5897,200772611.0,0.006836204,1.0,,0.0,high_risk
200700389,6525,200700389.0,0.0046445103,1.0,,0.0,high_risk
200700630,6759,200700630.0,0.06743795,2.0,,0.0,medium_risk
200736345,5039,200736345.0,0.004567839,1.0,,0.0,high_risk
200732336,6338,200732336.0,0.0050403685,1.0,,0.0,high_risk
200646072,8322,200646072.0,0.0080561135,1.0,,0.0,high_risk
200711285,5069,200711285.0,0.004567839,1.0,,0.0,high_risk
200708561,8117,200708561.0,0.052789018,2.0,,0.0,medium_risk
200721898,5054,200721898.0,0.004567839,1.0,,0.0,high_risk
200776018,8845,200776018.0,0.006836204,1.0,,0.0,high_risk
200709523,5592,200709523.0,0.06041255,2.0,,0.0,medium_risk
200699609,8468,200699609.0,0.004567839,1.0,,0.0,high_risk
200744079,6326,200744079.0,0.0051229293,1.0,,0.0,high_risk
200702747,6755,200702747.0,0.004567839,1.0,,0.0,high_risk
200763257,5913,200763257.0,0.006836204,1.0,,0.0,high_risk
200742832,7669,200742832.0,0.0064967033,1.0,,0.0,high_risk
200711073,5069,200711073.0,0.004567839,1.0,,0.0,high_risk
200744072,7842,200744072.0,0.008331936,1.0,,0.0,high_risk
200720281,6747,200720281.0,0.0066025043,1.0,,0.0,high_risk
200709685,8448,200709685.0,0.0064572156,1.0,,0.0,high_risk
200705409,6759,200705409.0,0.004567839,1.0,,0.0,high_risk
200705298,7454,,,-1.0,,0.0,no_risk
200708194,9440,200708194.0,0.056966156,2.0,,0.0,medium_risk
200707210,8394,200707210.0,0.004567839,1.0,,0.0,high_risk
200698688,8458,200698688.0,0.004567839,1.0,,0.0,high_risk
200732269,5901,200732269.0,0.006836204,1.0,,0.0,high_risk
200701739,5063,200701739.0,0.079951,2.0,,0.0,medium_risk
200708952,8444,200708952.0,0.004567839,1.0,,0.0,high_risk
200735113,9167,200735113.0,0.013719249,1.0,,0.0,high_risk
200709926,8448,200709926.0,0.004567839,1.0,,0.0,high_risk
200737355,7912,200737355.0,0.0050403685,1.0,,0.0,high_risk
200728181,5051,200728181.0,0.0061809956,1.0,,0.0,high_risk
200709425,9937,200709425.0,0.0045110257,1.0,,0.0,high_risk
200711748,8444,,,-1.0,,0.0,no_risk
200743075,7907,200743075.0,0.0051229293,1.0,,0.0,high_risk
200701762,6622,200701762.0,0.023215882,2.0,,0.0,medium_risk
200772974,7376,200772974.0,0.040911965,2.0,,0.0,medium_risk
200708070,6759,200708070.0,0.09080548,2.0,,0.0,medium_risk
200738748,7917,200738748.0,0.0050403685,1.0,,0.0,high_risk
200706647,6759,200706647.0,0.004567839,1.0,,0.0,high_risk
200705207,6763,200705207.0,0.004567839,1.0,,0.0,high_risk
200711660,5069,200711660.0,0.01677704,1.0,,0.0,high_risk
200698989,8463,200698989.0,0.004567839,1.0,,0.0,high_risk
200710759,6755,200710759.0,0.004567839,1.0,,0.0,high_risk
200710638,8448,200710638.0,0.004567839,1.0,,0.0,high_risk
200741920,7902,200741920.0,0.0051229293,1.0,,0.0,high_risk
200766153,7208,200766153.0,0.009089116,1.0,,0.0,high_risk
200693888,6755,200693888.0,0.004567839,1.0,,0.0,high_risk
200693263,6759,200693263.0,0.004567839,1.0,,0.0,high_risk
200772095,6879,200772095.0,0.045648295,2.0,,0.0,medium_risk
200744839,6330,200744839.0,0.0050403685,1.0,,0.0,high_risk
200704621,8161,,,-1.0,,0.0,no_risk
200699100,6775,200699100.0,0.004567839,1.0,,0.0,high_risk
200696622,6751,200696622.0,0.004567839,1.0,,0.0,high_risk
200701389,8458,200701389.0,0.004567839,1.0,,0.0,high_risk
200766046,7386,200766046.0,0.010040807,1.0,,0.0,high_risk
200710526,5069,200710526.0,0.004567839,1.0,,0.0,high_risk
200728909,7371,200728909.0,0.006836204,1.0,,0.0,high_risk
200743380,7912,200743380.0,0.004879169,1.0,,0.0,high_risk
200710975,5042,200710975.0,0.047873236,2.0,,0.0,medium_risk
200709833,5066,200709833.0,0.004567839,1.0,,0.0,high_risk
200709033,5066,200709033.0,0.004567839,1.0,,0.0,high_risk
200710255,6759,200710255.0,0.004567839,1.0,,0.0,high_risk
200775431,5897,200775431.0,0.006836204,1.0,,0.0,high_risk
200711164,5066,200711164.0,0.006772024,1.0,,0.0,high_risk
200693155,8448,200693155.0,0.004513843,1.0,,0.0,high_risk
200704705,8448,200704705.0,0.023920868,2.0,,0.0,medium_risk
200741619,9501,200741619.0,0.0050403685,1.0,,0.0,high_risk
200700068,6771,200700068.0,0.004567839,1.0,,0.0,high_risk
200742082,7907,200742082.0,0.0051229293,1.0,,0.0,high_risk
200711698,5065,,,-1.0,,0.0,no_risk
200696391,6767,200696391.0,0.004567839,1.0,,0.0,high_risk
200709902,5069,200709902.0,0.012296704,1.0,,0.0,high_risk
200706888,5072,200706888.0,0.004567839,1.0,,0.0,high_risk
200709692,8444,200709692.0,0.004567839,1.0,,0.0,high_risk
200710761,8444,200710761.0,0.004567839,1.0,,0.0,high_risk
200731952,6111,200731952.0,0.0064967033,1.0,,0.0,high_risk
200710782,6755,200710782.0,0.004567839,1.0,,0.0,high_risk
200710664,8448,200710664.0,0.004567839,1.0,,0.0,high_risk
200704303,6571,200704303.0,0.042883176,2.0,,0.0,medium_risk
200711109,8079,200711109.0,0.062504806,2.0,200711109,1.0,medium_risk
200702229,8463,200702229.0,0.004567839,1.0,,0.0,high_risk
200699153,5102,200699153.0,0.050749645,2.0,,0.0,medium_risk
200708718,6723,200708718.0,0.004567839,1.0,,0.0,high_risk
200737628,7639,200737628.0,0.0064967033,1.0,,0.0,high_risk
200743729,6326,200743729.0,0.0051229293,1.0,,0.0,high_risk
200704970,5069,200704970.0,0.07429228,2.0,,0.0,medium_risk
200739872,6719,200739872.0,0.0086479625,1.0,,0.0,high_risk
200704725,8156,200704725.0,0.0046445103,1.0,,0.0,high_risk
200710224,6755,200710224.0,0.004567839,1.0,,0.0,high_risk
200703995,8161,200703995.0,0.0046445103,1.0,,0.0,high_risk
200709330,16887,200709330.0,0.004567839,1.0,,0.0,high_risk
200702166,18619,200702166.0,0.004567839,1.0,,0.0,high_risk
200710914,13790,200710914.0,0.035386518,2.0,,0.0,medium_risk
200711216,10138,200711216.0,0.045557696,2.0,200711216,1.0,medium_risk
200711457,11828,200711457.0,0.004567839,1.0,,0.0,high_risk
200710674,10138,200710674.0,0.004567839,1.0,,0.0,high_risk
200734490,10091,200734490.0,0.11520162,3.0,,0.0,low_risk
200709258,11821,200709258.0,0.004567839,1.0,,0.0,high_risk
200709375,18587,200709375.0,0.004567839,1.0,,0.0,high_risk
200703477,14681,200703477.0,0.0046445103,1.0,,0.0,high_risk
200710923,16970,200710923.0,0.0052513885,1.0,,0.0,high_risk
200710133,10138,200710133.0,0.004567839,1.0,,0.0,high_risk
200743505,15825,200743505.0,0.0050403685,1.0,,0.0,high_risk
200711666,11828,200711666.0,0.055588104,2.0,,0.0,medium_risk
200702361,11853,200702361.0,0.04268548,2.0,,0.0,medium_risk
200710517,10132,200710517.0,0.004567839,1.0,,0.0,high_risk
200707383,11828,200707383.0,0.004567839,1.0,,0.0,high_risk
200743408,14257,200743408.0,0.6101374,3.0,,0.0,low_risk
200709778,11771,200709778.0,0.004567839,1.0,,0.0,high_risk
200744724,17407,200744724.0,0.0050403685,1.0,,0.0,high_risk
200687478,12410,200687478.0,0.007985206,1.0,,0.0,high_risk
200701169,10150,200701169.0,0.004567839,1.0,,0.0,high_risk
200776987,10320,200776987.0,0.006836204,1.0,,0.0,high_risk
200742116,12644,200742116.0,0.0051229293,1.0,,0.0,high_risk
200772834,14752,200772834.0,0.006836204,1.0,,0.0,high_risk
200701527,18619,,,-1.0,,0.0,no_risk
200710787,15198,200710787.0,0.004567839,1.0,,0.0,high_risk
200709568,13510,200709568.0,0.004567839,1.0,,0.0,high_risk
200707554,16887,200707554.0,0.080547854,2.0,,0.0,medium_risk
200710428,12691,200710428.0,0.022791566,2.0,,0.0,medium_risk
200741948,12652,200741948.0,0.0051229293,1.0,,0.0,high_risk
200693314,15207,200693314.0,0.004567839,1.0,,0.0,high_risk
200709853,11821,,,-1.0,,0.0,no_risk
200706281,10138,200706281.0,0.004567839,1.0,,0.0,high_risk
200709489,11821,200709489.0,0.0064379442,1.0,,0.0,high_risk
200707094,11828,200707094.0,0.004567839,1.0,,0.0,high_risk
200709550,16244,200709550.0,0.100111485,3.0,200709550,1.0,low_risk
200699115,11856,200699115.0,0.07643986,2.0,,0.0,medium_risk
200774690,15587,200774690.0,0.019969054,1.0,,0.0,high_risk
200710057,13510,200710057.0,0.00882206,1.0,,0.0,high_risk
200697788,12066,200697788.0,0.0744378,2.0,200697788,1.0,medium_risk
200710812,10126,200710812.0,0.004567839,1.0,,0.0,high_risk
200701159,15225,200701159.0,0.004567839,1.0,,0.0,high_risk
200709193,13518,200709193.0,0.004567839,1.0,,0.0,high_risk
200743667,14242,200743667.0,0.0050403685,1.0,,0.0,high_risk
200711946,15198,200711946.0,0.004567839,1.0,,0.0,high_risk
200743379,13430,200743379.0,0.004567839,1.0,,0.0,high_risk
200709191,11828,200709191.0,0.004567839,1.0,,0.0,high_risk
200776771,11802,200776771.0,0.006836204,1.0,,0.0,high_risk
200711363,10132,200711363.0,0.004567839,1.0,,0.0,high_risk
200709984,13510,200709984.0,0.004567839,1.0,,0.0,high_risk
200702256,11849,200702256.0,0.004567839,1.0,,0.0,high_risk
200709869,16887,200709869.0,0.004567839,1.0,,0.0,high_risk
200743432,14242,200743432.0,0.0050403685,1.0,,0.0,high_risk
200702551,13541,200702551.0,0.004567839,1.0,,0.0,high_risk
200776160,11008,,,-1.0,,0.0,no_risk
200774394,10320,200774394.0,0.006836204,1.0,,0.0,high_risk
200744770,12475,200744770.0,0.005178472,1.0,,0.0,high_risk
200709062,16897,200709062.0,0.019417142,1.0,,0.0,high_risk
200696657,11821,200696657.0,0.004567839,1.0,,0.0,high_risk
200720925,11545,200720925.0,0.006098383,1.0,,0.0,high_risk
200738542,12660,200738542.0,0.0050403685,1.0,,0.0,high_risk
200709549,13518,200709549.0,0.004567839,1.0,,0.0,high_risk
200699542,10156,200699542.0,0.004567839,1.0,,0.0,high_risk
200709106,20276,200709106.0,0.004567839,1.0,,0.0,high_risk
200697498,24310,200697498.0,0.0049169804,1.0,,0.0,high_risk
200741531,28112,200741531.0,0.01255869,1.0,,0.0,high_risk
200710554,23656,200710554.0,0.004567839,1.0,,0.0,high_risk
200708243,21630,200708243.0,0.0687133,2.0,200708243,1.0,medium_risk
200709661,25385,200709661.0,0.01755998,1.0,200709661,1.0,high_risk
200777109,22114,200777109.0,0.006836204,1.0,,0.0,high_risk
200710183,34194,200710183.0,0.07707805,2.0,,0.0,medium_risk
200705842,40417,200705842.0,0.0049169804,1.0,,0.0,high_risk
200744184,28484,200744184.0,0.0050403685,1.0,,0.0,high_risk
200775898,29485,200775898.0,0.025387524,2.0,,0.0,medium_risk
200728873,22210,200728873.0,0.0050403685,1.0,,0.0,high_risk
200711554,24236,200711554.0,0.0049169804,1.0,,0.0,high_risk
200710721,25345,200710721.0,0.004567839,1.0,,0.0,high_risk
200742972,22154,200742972.0,0.0050403685,1.0,,0.0,high_risk
200710883,23656,200710883.0,0.004567839,1.0,,0.0,high_risk
200711640,27444,200711640.0,0.16589248,3.0,,0.0,low_risk
200706219,34786,200706219.0,0.0051229293,1.0,,0.0,high_risk
200777432,21946,200777432.0,0.0075889286,1.0,,0.0,high_risk
200777130,29261,200777130.0,0.19289537,3.0,,0.0,low_risk
200522390,1573,,,-1.0,,0.0,no_risk
200487586,2956,200487586.0,0.056966156,2.0,,0.0,medium_risk
200462828,3631,200462828.0,0.0067725093,1.0,,0.0,high_risk
200442099,3666,200442099.0,0.06742881,2.0,,0.0,medium_risk
200429892,4339,200429892.0,0.07168285,2.0,,0.0,medium_risk
200445131,3269,200445131.0,0.0047003888,1.0,,0.0,high_risk
200495609,3577,200495609.0,0.0067725093,1.0,,0.0,high_risk
200487005,3595,200487005.0,0.0067725093,1.0,,0.0,high_risk
200526073,3532,200526073.0,0.13931878,3.0,,0.0,low_risk
200437994,1411,200437994.0,0.072264895,2.0,,0.0,medium_risk
200544513,3319,200544513.0,0.0053388732,1.0,,0.0,high_risk
200494192,3583,200494192.0,0.2465604,3.0,,0.0,low_risk
200527607,3530,200527607.0,0.06434822,2.0,,0.0,medium_risk
200491907,3393,200491907.0,0.004951974,1.0,,0.0,high_risk
200532522,3067,200532522.0,0.19780575,3.0,,0.0,low_risk
200503204,3371,200503204.0,0.004951974,1.0,,0.0,high_risk
200473622,4389,200473622.0,0.12107256,3.0,,0.0,low_risk
200531757,1433,,,-1.0,,0.0,no_risk
200563896,3306,200563896.0,0.019894028,1.0,,0.0,high_risk
200570762,3105,,,-1.0,,0.0,no_risk
200437192,3670,,,-1.0,,0.0,no_risk
200498479,3573,,,-1.0,,0.0,no_risk
200452757,3649,200452757.0,0.010677526,1.0,,0.0,high_risk
200512649,1427,200512649.0,0.050603487,2.0,,0.0,medium_risk
200564586,3304,200564586.0,0.014943232,1.0,,0.0,high_risk
200480963,3898,200480963.0,0.052789018,2.0,,0.0,medium_risk
200462140,1934,,,-1.0,,0.0,no_risk
200530132,3135,200530132.0,0.0054166145,1.0,,0.0,high_risk
200541716,3323,200541716.0,0.014738485,1.0,,0.0,high_risk
200477591,3615,200477591.0,0.10719448,3.0,,0.0,low_risk
200533744,3524,,,-1.0,,0.0,no_risk
200525966,3127,200525966.0,0.0054166145,1.0,,0.0,high_risk
200556976,3306,200556976.0,0.011669778,1.0,,0.0,high_risk
200541135,3131,200541135.0,0.011346865,1.0,,0.0,high_risk
200561401,3111,200561401.0,0.0054166145,1.0,,0.0,high_risk
200547595,3609,200547595.0,0.036763843,2.0,,0.0,medium_risk
200534827,3135,200534827.0,0.0054166145,1.0,,0.0,high_risk
200525620,3530,,,-1.0,,0.0,no_risk
200535270,3135,200535270.0,0.0054166145,1.0,,0.0,high_risk
200557862,3306,200557862.0,0.0055115186,1.0,,0.0,high_risk
200540685,3323,200540685.0,0.06571088,2.0,,0.0,medium_risk
200542484,1427,200542484.0,0.056966156,2.0,,0.0,medium_risk
200523697,3532,200523697.0,0.0065641557,1.0,,0.0,high_risk
200533460,3135,200533460.0,0.0054166145,1.0,,0.0,high_risk
